Java HotSpot(TM) 64-Bit Server VM (25.65-b01) for linux-amd64 JRE (1.8.0_65-b17), built on Oct  6 2015 17:16:12 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
Memory: 4k page, physical 32862844k(6189448k free), swap 0k(0k free)
CommandLine flags: -XX:InitialHeapSize=134217728 -XX:MaxHeapSize=134217728 -XX:+PrintGC -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:-UseAdaptiveSizePolicy -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
56.589: [GC (Allocation Failure) [PSYoungGen: 33664K->352K(38400K)] 78946K->45634K(125952K), 0.0047844 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
57.067: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78914K->45634K(125952K), 0.0045593 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
57.522: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78914K->45634K(125952K), 0.0045023 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
57.928: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78914K->45634K(125952K), 0.0046861 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
58.429: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78914K->45634K(125952K), 0.0045127 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
59.038: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78914K->45650K(125952K), 0.0045754 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
59.408: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78930K->45650K(125952K), 0.0046528 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
59.820: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78930K->45682K(125952K), 0.0045130 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
60.267: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 78962K->45714K(125952K), 0.0044771 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
60.718: [GC (Allocation Failure) [PSYoungGen: 33632K->128K(38400K)] 78994K->45770K(125952K), 0.0051816 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
61.188: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79050K->45770K(125952K), 0.0044792 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
61.650: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79050K->45770K(125952K), 0.0040770 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
62.480: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79050K->45778K(125952K), 0.0042899 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
63.045: [GC (Allocation Failure) [PSYoungGen: 33408K->256K(38400K)] 79058K->45906K(125952K), 0.0046913 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.576: [GC (Allocation Failure) [PSYoungGen: 33536K->352K(38400K)] 79186K->46002K(125952K), 0.0051649 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
63.918: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0045589 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
64.631: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0047204 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
65.323: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0047260 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
65.849: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0045969 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
66.521: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0045697 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
66.803: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0048103 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
67.084: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46002K(125952K), 0.0046839 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
67.363: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79282K->46010K(125952K), 0.0043900 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
67.615: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79290K->46010K(125952K), 0.0044444 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
68.016: [GC (Allocation Failure) [PSYoungGen: 33632K->384K(38400K)] 79290K->46042K(125952K), 0.0054907 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
68.387: [GC (Allocation Failure) [PSYoungGen: 33664K->352K(38400K)] 79322K->46010K(125952K), 0.0046110 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
68.955: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79290K->46010K(125952K), 0.0043497 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
69.453: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79290K->46010K(125952K), 0.0048602 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
69.842: [GC (Allocation Failure) [PSYoungGen: 33632K->160K(38400K)] 79290K->46034K(125952K), 0.0050506 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
70.125: [GC (Allocation Failure) [PSYoungGen: 33440K->128K(38400K)] 79314K->46090K(125952K), 0.0048770 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
70.408: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79370K->46090K(125952K), 0.0043677 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
70.693: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79370K->46098K(125952K), 0.0042516 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
71.000: [GC (Allocation Failure) [PSYoungGen: 33408K->256K(38400K)] 79378K->46234K(125952K), 0.0044118 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
71.406: [GC (Allocation Failure) [PSYoungGen: 33536K->288K(38400K)] 79514K->46266K(125952K), 0.0045579 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
71.749: [GC (Allocation Failure) [PSYoungGen: 33568K->320K(38400K)] 79546K->46298K(125952K), 0.0048975 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
72.019: [GC (Allocation Failure) [PSYoungGen: 33600K->352K(38400K)] 79578K->46330K(125952K), 0.0045328 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.342: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79610K->46330K(125952K), 0.0045468 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
72.696: [GC (Allocation Failure) [PSYoungGen: 33631K->320K(38400K)] 79610K->46298K(125952K), 0.0046179 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
72.928: [GC (Allocation Failure) [PSYoungGen: 33600K->352K(38400K)] 79578K->46330K(125952K), 0.0044169 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
73.143: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79610K->46338K(125952K), 0.0044816 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
73.413: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79618K->46338K(125952K), 0.0045640 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
73.819: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79618K->46338K(125952K), 0.0044560 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
74.128: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79618K->46338K(125952K), 0.0049301 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
74.372: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79618K->46354K(125952K), 0.0047593 secs] [Times: user=0.01 sys=0.01, real=0.01 secs] 
74.633: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79634K->46362K(125952K), 0.0044972 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
74.864: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79642K->46362K(125952K), 0.0045277 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
75.094: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 79642K->46362K(125952K), 0.0045330 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
75.332: [GC (Allocation Failure) [PSYoungGen: 33632K->192K(38400K)] 79642K->46362K(125952K), 0.0044330 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
75.555: [GC (Allocation Failure) [PSYoungGen: 33472K->128K(38400K)] 79642K->46378K(125952K), 0.0044991 secs] [Times: user=0.01 sys=0.01, real=0.00 secs] 
75.794: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79658K->46426K(125952K), 0.0042585 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
76.014: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79706K->46450K(125952K), 0.0042148 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
76.306: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 79730K->46474K(125952K), 0.0043134 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
76.589: [GC (Allocation Failure) [PSYoungGen: 33408K->256K(38400K)] 79754K->46626K(125952K), 0.0048143 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
76.853: [GC (Allocation Failure) [PSYoungGen: 33536K->320K(38400K)] 79906K->46690K(125952K), 0.0073782 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
77.087: [GC (Allocation Failure) [PSYoungGen: 33600K->352K(38400K)] 79970K->46730K(125952K), 0.0046521 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
77.320: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80010K->46730K(125952K), 0.0047874 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
77.537: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80010K->46730K(125952K), 0.0046227 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
77.775: [GC (Allocation Failure) [PSYoungGen: 33628K->320K(38400K)] 80006K->46698K(125952K), 0.0045147 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
78.006: [GC (Allocation Failure) [PSYoungGen: 33600K->352K(38400K)] 79978K->46730K(125952K), 0.0044811 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
78.226: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80010K->46730K(125952K), 0.0046054 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
78.448: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80010K->46738K(125952K), 0.0046286 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
78.671: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80018K->46738K(125952K), 0.0044593 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
78.895: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80018K->46738K(125952K), 0.0048284 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
79.122: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80018K->46738K(125952K), 0.0044435 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
79.381: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80018K->46746K(125952K), 0.0046018 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
79.603: [GC (Allocation Failure) [PSYoungGen: 33632K->320K(38400K)] 80026K->46714K(125952K), 0.0043120 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
79.831: [GC (Allocation Failure) [PSYoungGen: 33600K->256K(38400K)] 79994K->46722K(125952K), 0.0046211 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
80.054: [GC (Allocation Failure) [PSYoungGen: 33536K->160K(38400K)] 80002K->46786K(125952K), 0.0049427 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
80.370: [GC (Allocation Failure) [PSYoungGen: 33440K->128K(38400K)] 80066K->46818K(125952K), 0.0042485 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
80.611: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 80098K->46850K(125952K), 0.0045618 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
80.846: [GC (Allocation Failure) [PSYoungGen: 33408K->128K(38400K)] 80130K->46874K(125952K), 0.0042426 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
81.148: [GC (Allocation Failure) [PSYoungGen: 33408K->256K(38400K)] 80154K->47018K(125952K), 0.0046604 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
81.532: [GC (Allocation Failure) [PSYoungGen: 33536K->288K(38400K)] 80298K->47050K(125952K), 0.0046381 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
81.787: [GC (Allocation Failure) [PSYoungGen: 33568K->352K(38400K)] 80330K->47114K(125952K), 0.0045609 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
82.081: [GC (Allocation Failure) [PSYoungGen: 33632K->320K(38400K)] 80394K->47082K(125952K), 0.0044112 secs] [Times: user=0.02 sys=0.00, real=0.01 secs] 
82.314: [GC (Allocation Failure) [PSYoungGen: 33598K->352K(38400K)] 80361K->47114K(125952K), 0.0045443 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
82.822: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47114K(125952K), 0.0046340 secs] [Times: user=0.00 sys=0.00, real=0.01 secs] 
83.183: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47114K(125952K), 0.0047215 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
83.575: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47114K(125952K), 0.0049572 secs] [Times: user=0.01 sys=0.00, real=0.00 secs] 
83.991: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47114K(125952K), 0.0047608 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
84.322: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47114K(125952K), 0.0048821 secs] [Times: user=0.01 sys=0.00, real=0.01 secs] 
84.616: [GC (Allocation Failure) [PSYoungGen: 33632K->352K(38400K)] 80394K->47138K(125952K), 0.0045688 secs] [Times: user=0.02 sys=0.00, real=0.00 secs] 
Heap
 PSYoungGen      total 38400K, used 7331K [0x00000000fd580000, 0x0000000100000000, 0x0000000100000000)
  eden space 33280K, 20% used [0x00000000fd580000,0x00000000fdc50e78,0x00000000ff600000)
  from space 5120K, 6% used [0x00000000ffb00000,0x00000000ffb58000,0x0000000100000000)
  to   space 5120K, 0% used [0x00000000ff600000,0x00000000ff600000,0x00000000ffb00000)
 ParOldGen       total 87552K, used 46786K [0x00000000f8000000, 0x00000000fd580000, 0x00000000fd580000)
  object space 87552K, 53% used [0x00000000f8000000,0x00000000fadb0b58,0x00000000fd580000)
 Metaspace       used 36275K, capacity 37954K, committed 38184K, reserved 1083392K
  class space    used 4519K, capacity 4839K, committed 4904K, reserved 1048576K
